Titulo,Codigo_respuesta,Links,Imagenes
"
Subestimación de contagios de covid en el país sería de 82 %: estudio
",1,167,0
G20 se compromete a financiar vacunas contra covid para países pobres,1,267,23
'Vacuna contra covid en EE. UU. no estará disponible antes de enero',1,270,22
Vacuna de Oxford genera respuesta inmune y segura en adultos mayores,1,253,20
Las preocupantes cifras de covid-19 en Latinoamérica y EE. UU.,1,274,26
Vea cuánto puede sobrevivir el coronavirus en distintas superficies,1,264,22
Identifican mutación del coronavirus que se expandió por Europa,1,271,22
"
Contenedores para cadáveres covid-19 ya tienen altísima ocupación
",1,163,0
Avanza el estudio con plasma de convalecientes para pacientes de covid,1,260,22
"
Flamengo, en alerta máxima por sus contagios de covid-19
",1,161,0
¿Se rindió la Casa Blanca en la lucha contra la pandemia?,1,266,25
La OMS se pronuncia sobre la mutación del coronavirus en Dinamarca,1,260,22
"
Estudio muestra orden en el que suelen aparecer síntomas de covid-19
",1,170,0
"
Por demora en entrega de resultados de covid-19 investigan a 17 EPS
",1,163,0
"
Médicos piden dinero para tratamiento que reduce carga viral de covid
",1,173,0
"
Se mantiene tendencia a la baja en muertes por covid-19 en Colombia
",1,169,0
"Irán ocultó el número real de muertos por covid-19, según la BBC",1,268,23
"
Los vuelos nacionales en los que tendrá que hacerse prueba de covid
",1,165,0
"
Efectos del covid-19 se 'harán sentir durante décadas', afirma la OMS
",1,162,0
Dinamarca halla cepa de covid que dificultaría función de vacuna,1,272,22
"
'Creo que lo estoy llevando muy bien, pero vamos a asegurarnos': Trump
",1,167,0
"
Rusia dice que suministrará a Colombia su fármaco contra la covid-19
",1,165,0
"
El video viral que eliminaron sobre infectada con covid
",1,169,0
"
Científicos hallan molécula que ‘neutraliza’ al coronavirus
",1,165,0
"
‘Datos del covid tienen rezagos, no falseamientos’, responde Minsalud
",1,164,0
Proponen que vacuna contra covid no sea gratuita para estratos 5 y 6,1,261,22
"
Probarán en voluntarios colombianos vacuna experimental para covid-19
",1,165,0
"
Oxford reanuda los ensayos de la vacuna contra la covid-19
",1,163,0
"
Covid-19 ya es la segunda causa de muerte en Colombia
",1,164,0
"Usain Bolt, en cuarentena tras masiva reunión de cumpleaños",1,267,22
"Prueba diagnóstica colombiana de covid-19, lista para su uso",1,261,24
Estados Unidos supera las 200.000 muertes por covid-19,1,276,27
El defensor colombiano Cristian Zapata resultó contagiado por covid-19,1,265,24
"
Vea por qué el covid-19 ya es una tragedia histórica para el país
",1,177,0
"
Sensible reducción de la ocupación de camas UCI en Bogotá
",1,164,0
En qué consiste el aislamiento selectivo que alista el Gobierno,1,270,25
"
‘Este virus muestra cuán vulnerables somos’: Peter C. Doherty
",1,168,0
Denuncian supuesta manipulación de datos sobre pruebas de covid-19,1,257,18
"Joven, sano y deportista, pero estuvo 13 días en UCI por covid",1,267,25
Argentina iniciaría vacunación contra la covid-19 a finales de 2020,1,251,19
Las razones por las que ya no pedirán prueba PCR para entrar al país,1,265,26
"
¿Por qué siguen reportándose de a 300 muertes por covid-19 en el país?
",1,166,0
"
Lo (poco) que se sabe sobre Sputnik V, la vacuna rusa para covid-19
",1,166,0
"
Bill Gates lamenta la 'locura de pruebas' de covid-19 en EE. UU.
",1,168,0
"Centro histórico de Cartagena está cerca de abrir, ¿qué falta?",1,287,27
"
Expertos reconocen posibilidad de nuevos picos de covid-19 en Colombia
",1,165,0
El músico colombiano Willie Salcedo lucha contra el covid-19,1,265,24
"
Un muerto y 20 contagiados de covid-19 en un hogar geriátrico
",1,162,0
La muestra 'Bodies' expone ahora los efectos del coronavirus,1,261,21
Doce maneras como cambiará la educación después de covid-19,1,260,22
"En temporada de lluvias, cómo saber si lo que tiene es covid o gripa",1,265,24
Vea en este test qué tanto se está relajando o cuidando de la covid-19,1,271,22
"Después de casi 5 meses, Barranquilla no registró muertes por covid-19",1,269,22
"Tenista colombiano Alejandro Hoyos, positivo por covid-19",1,262,22
Científicos alertan sobre desconfianza hacia vacuna contra covid-19,1,270,24
El segundo brote de covid-19 en el círculo cercano de Donald Trump,1,269,25
"Una segunda ola de contagios en China será 'inevitable', según experto",1,268,24
Compañías automotrices registraron grandes pérdidas por covid-19,1,268,22
"
Rusia dice que suministrará a Colombia su fármaco contra la covid-19
",1,165,0
Se registra la primera muerte por reinfección de covid-19 en el mundo,1,276,24
"
Estudio advierte que obesidad aumenta 48% riesgo de muerte por covid
",1,170,0
Instituto Nacional de Salud estudia inmunidad del covid-19 en Medellín,1,270,24
El ‘shock’ pandémico y los nuevos retos de América Latina,1,271,24
"
Putin le ofrece gratis a la ONU la vacuna rusa contra el covid-19
",1,165,0
"
Rusia empezará a distribuir su vacuna contra covid-19 el 10 de agosto
",1,165,0
Colombia registra 9.935 nuevos contagios y 155  muertes por covid-19,1,264,25
"
Van 10.105 fallecidos en el país por coronavirus; recuperados, 154.387
",1,164,0
"Buena noticia para Cristiano Ronaldo, tras superar el covid-19",1,271,24
Alci y Checo Acosta dieron positivo para covid-19,1,271,24
Reapareció médico chino a quien se le oscureció la piel por la covid,1,276,31
EE. UU. autorizó el remdesivir como tratamiento para la covid-19,1,266,19
Grave aumento de casos y muertes covid-19 en Meta desde la reapertura,1,271,25
En Cartagena investigan megafiesta clandestina en exclusiva isla,1,290,23
Por qué se dio el inquietante aumento del covid-19 en Israel,1,266,24
"
Las noticias falsas más absurdas sobre la vacuna contra el coronavirus
",1,178,0
"
Esta es la instancia que coordinará acceso a vacunas covid en el país
",1,164,0
Un equipo de fútbol completo entró en cuarentena por la covid-19,1,262,22
"
Los mitos que se han desvirtuado sobre el covid-19 desde su aparición
",1,167,0
Muertes confirmadas y sospechosas por covid-19 suman más de 41.000,1,261,24
Mutación genética del coronavirus podría hacerlo más contagioso,1,270,25
"
Profesora argentina muere por covid-19 cuando daba clase en Zoom
",1,172,0
Crece temor en EE. UU. después de récord de contagios,1,274,25
Así se detectan nuevos casos de covid-19 por medio de llamadas,1,238,17
"A San Andrés llegaron camas de UCI hace un mes, pero no se pueden usar",1,267,22
"
Fármacos para pacientes de covid, en riesgo de escasear, alerta Invima
",1,167,0
"
'Unidos para seguir cuidándote', la nueva estrategia contra el covid
",1,160,0
Diosdado Cabello regresa a la televisión tras superar el coronavirus,1,274,22
El giro de Burger King luego del impacto de la pandemia,1,253,14
Estratos bajos en Bogotá sienten con más rigor los efectos de la covid,1,261,25
La genética influye: identifican anticuerpos que empeoran la covid-19 ,1,81,0
"Quercetina, el nuevo fármaco con buenos resultados contra el coronavirus",1,79,0
"Corticoides ""salvarán vidas"" en la lucha contra la covid-19, según especialista",1,79,0
La complicación de corazón a la que debería prestar atención si tuvo covid-19 ,1,180,8
Las cuentas tristes de 'The Economist' sobre vacunas covid-19,1,193,11
Se reporta un caso de covid-19 en la Selección Colombia,1,185,13
El covid 19 no está mutando,1,78,0
Covid-19: 7 avances científicos que se han logrado gracias a los (enormes) esfuerzos de investigación,1,182,17
"Cuarentena en Bogotá, descartada temporalmente si hay segunda ola de coronavirus",1,179,14
El mundo supera el millón de muertos por covid-19; la OMS advierte que la cifra se puede duplicar,1,183,12
El arrepentimiento de los suecos: por qué hoy lamentan su manejo de la covid-19,1,85,0
El costo que tendría vacunar contra covid-19 a población prioritaria en Colombia,1,78,0
"El científico que asegura que China ""encubrió"" los primeros casos de covid-19 ",1,187,16
Coronavirus | 19 miembros de una familia en Bogotá resultaron contagiados,1,78,0
‘Regla de seis’: ¿Por qué Francia cree que así contiene la covid-19?,1,184,15
Confidenciales,1,159,6
EE. UU. podría autorizar uso de una vacuna antes de terminar fase 3 de pruebas,1,79,0
¿Segunda ola? Nueva Zelanda registra contagios locales de covid-19 tras 100 días,1,79,0
Medio millón de tiburones en riesgo de morir para producir la vacuna de covid-19,1,185,12
¿A comer vitamina D? 80% de pacientes con coronavirus tienen déficit de este componente,1,81,0
Coronavirus: así funciona el enjuague bucal turco que detecta la covid-19,1,178,13
Tratamiento de la covid-19: el punto débil que encontró una científica mexicana,1,79,0
"Abel Rodríguez, exsecretario de Educación de Bogotá, falleció por covid-19",1,180,10
Muertes por covid-19: el gráfico que muestra los 10 países del mundo que encabezan el ranking de fallecimientos,1,82,0
“Voy a desaparecer”: viróloga dice tener pruebas que covid-19 se creó en China,1,189,10
“Efectos de covid-19 en la salud mental probablemente ‘persistan’ tras la pandemia”: OPS,1,182,13
El auge de la moringa: cobran hasta $ 200.000 por kilo en Facebook,1,78,0
Emiten alerta temprana para tener acceso en Bogotá a la vacuna contra covid-19,1,79,0
Covid-19 en escuelas: qué tan peligroso es y otras preguntas para volver al aula,1,78,0
"Covid-19 y la carga viral en niños, a propósito del posible regreso al colegio",1,78,0
¿La solución para evitar el contagio de covid-19?,1,186,14
COVID hoy: alerta en Guainía por aumento del 300% en casos de covid-19 ,1,78,0
“Tenemos un subregistro del 26 por ciento en víctimas de covid-19”: Federación Médica,1,80,0
China al ataque: farmacéuticas exhiben sus vacunas contra el coronavirus,1,79,0
Covid-19: ¿Cómo evitar los contagios en una habitación cerrada?,1,182,11
Violencia intrafamiliar: ¿se han disparado los casos con la pandemia?,1,181,14
Los diez datos más aterradores sobre la segunda ola de covid-19,1,200,18
¿Habrá sistemas que detecten si hay covid-19 en el aire? ,1,185,8
Claudia López explicó qué sigue para Bogotá después de la cuarentena estricta,1,80,0
Alentadores resultados de posible vacuna de Johnson & Johnson,1,80,0
Ibiza: los días amargos del imperio de la fiesta ,1,183,10
EE. UU. anuncia que distribución de vacuna contra covid-19 comienza en noviembre,1,79,0
Un médico barranquillero habría desarrollado un medicamento efectivo contra el coronavirus,1,185,14
Bogotá: piden crear un fondo distrital para adquirir una vacuna contra covid-19,1,183,10
Secretario de Seguridad de Bogotá dio positivo para covid-19,1,80,0
Desarrollan test rápido de covid-19 similar a prueba de embarazo,1,182,12
Obesidad: ¿Complicaciones fatales en casos de covid-19?,1,82,0
Minsalud expide protocolo para manejo de covid-19 en instituciones educativas,1,78,0
Maduro pide a Duque coordinar acciones frente covid-19,1,183,10
Vacuna covid-19: ¿por qué con algunas enfermedades desarrollamos inmunidad?,1,80,0
Invima retiró prueba rápida de covid-19 por arrojar falsos negativos,1,79,0
Primer pico de la pandemia en Bogotá: qué significa y cuándo vendrá el siguiente,1,84,0
"Al fin, para cuántos alcanzan las vacunas covid 19 que le darían a Colombia en el Covax",1,81,0
Colombia entra a alianza mundial que garantizará su acceso a la vacuna de covid-19,1,78,0
China presenta la máquina de test PCR de covid-19 más rápida del mundo,1,81,0
"La inmunidad a la covid-19, un misterio que aún debe ser descifrado",1,79,0
"Vacunas nasales: según estudio, podrían ser más efectivas para prevenir covid-19",1,79,0
Francia colapsa por culpa de los nuevos brotes de COVID-19 ,1,187,15
Dinamarca sacrificará 17 millones de visones por miedo a mutación del Covid-19,1,19,5
Tres empresas colombianas que han creado desinfectantes por la covid-19,1,79,0
Motivos para no alarmarse por la mutación del coronavirus,1,22,2
Aeropuerto El Dorado habilitó punto para realizar pruebas de COVID-19,1,26,4
"Los sectores con más casos de COVID-19 en Colombia, según las ARL",1,23,2
"Anticuerpos, una nueva apuesta mientras se encuentra una vacuna para el COVID-19",1,25,2
Turismo,1,15,3
Dudas en el mundo frente a la vacuna de Rusia contra la COVID-19,1,21,2
Hasta 100 mil llamadas diarias para rastrear casos de Covid-19 en Colombia,1,30,2
"Murió Eduardo Polo Mendoza, alcalde de Repelón (Atlántico), por COVID-19 ",1,26,2
"Suecia, una laxa estrategia que parece haber controlado el COVID-19",1,19,2
Droguerías colombianas: ¿cómo podrían ayudar a enfrentar el COVID-19? ,1,24,2
La economía circular en medio de la pandemia,1,27,4
Logran una “foto” microscópica de una célula infectada por el coronavirus ,1,21,2
Las manifestaciones en Bogotá  y su efecto en el COVID-19,1,26,14
Se redujo velocidad de contagio de COVID-19 en Bogotá: Secretaría de Salud,1,26,4
Venezuela recibe cargamento de vacunas de Rusia contra COVID-19,1,29,2
"Interferón, otra promesa apresurada contra el COVID-19",1,29,2
"Senador Armando Benedetti, positivo para COVID-19",1,23,2
¿Dónde están las científicas en la pandemia? La covid-19 las borra del mapa,1,44,2
No todos los positivos por COVID-19 generan incapacidad laboral: Mintrabajo,1,30,2
El Magazín Cultural ,1,13,4
"El calentamiento global, una amenaza mucho mayor que el covid-19 (Cruz Roja)",1,21,2
¿Las mujeres embarazadas están en mayor riesgo por el COVID-19? ,1,20,2
Excarcelaciones en tiempos de COVID-19: ¿salvando vidas o incrementando el crimen?,1,44,2
“Siempre quise minimizarlo”: Trump sobre el COVID-19,1,22,2
El estudio más grande sobre COVID-19 en India tiene lecciones para países como Colombia,1,20,2
OMS pone la atención en efectos a largo plazo de pacientes con COVID-19 ,1,20,2
"Santiago Arias, positivo para COVID-19",1,23,2
No hay evidencia de que el matarratón cure el COVID-19,1,19,2
Manizales: alcalde busca medidas restrictivas ante pico de  contagios de COVID-19  ,1,30,2
La diplomacia colombiana por la vacuna contra la COVID-19,1,23,2
"Diego Molano, director del Dapre, da positivo para COVID-19",1,22,2
¿Acabará el COVID-19 con el dinero en efectivo?,1,28,2
Gobernador de Bolívar da positivo para COVID-19 ,1,26,2
La transmisión del coronavirus en Europa es alarmante: OMS,1,20,2
Normalizando la injusticia: Los detenidos en URI y estaciones de Policía frente al COVID-19 ,1,32,2
Citoquinas que produce el Covid-19 podrían dificultar la inmunidad a largo plazo,1,22,2
CROMOS,1,35,0
Alrededor de 45.000 personas con COVID-19 se han asilado bajo la estrategia DAR en Bogotá ,1,25,4
Bolsas mundiales se desploman por la segunda ola del COVID-19 ,1,19,2
Ronaldinho anunció que es positivo de COVID-19,1,21,2
Donald Trump: vacuna para COVID-19 llegará el 1 de noviembre (tres días antes de elecciones),1,25,2
"Detecto, aíslo y reporto: el nuevo esquema para mitigar la propagación del COVID-19 en Bogotá",1,27,4
¿Qué ha pasado con el COVID-19 en Bogotá?,1,24,4
Bogotá superó este viernes los 100.000 casos de COVID – 19,1,26,4
Congresistas piden “recursos suficientes” para vacunas contra COVID-19 en presupuesto 2021 ,1,22,2
El Magazín Cultural ,1,14,4
"Cundinamarca analiza pico y placa en los municipios, para evitar propagación de COVID-19 ",1,23,4
Coronavirus: ¿los niños lo contagian tanto como creíamos?,1,30,2
Francia y Alemania endurecen restricciones por segunda ola de COVID-19 en Europa,1,29,2
Pfizer afirma que su vacuna contra el Covid-19 es “eficaz en un 90%”,1,23,2
¿Qué hemos aprendido de la transmisión del coronavirus?,1,20,2
La COVID-19 agudizó precariedades y abusos del sistema penitenciario en Paraguay,1,30,2
"El director de la Policía, general Óscar Atehortúa, tiene COVID-19",1,26,2
La obesidad también podría traer problemas frente a la vacuna de Covid-19,1,26,2
"Con jornadas pedagógicas, Distritro enseña a prevenir el COVID-19 ",1,20,11
Duque envía mensaje de urgencia para proyecto que garantiza acceso a la vacuna del COVID-19,1,21,2
"Duque dice que no hay rebrote de covid-19, sino ""retrasos"" en su evolución",1,198,11
Recuperación de Colombia tendría forma de raíz cuadrada,1,191,12
India disminuye pruebas para detectar covid-19 pese al aumento de casos,1,196,11
"OMS afirma que ""quizás nunca haya una solución"" mágica contra la covid",1,86,0
La industria aseguradora sufrió un duro golpe por el coronavirus ,1,195,11
OMS pide solidaridad a los países con la vacuna para la covid-19,1,196,11
Latinoamérica retrocederá tres décadas en materia social por la covid-19,1,194,11
Novavax inicia fase 3 de su vacuna para la covid-19 en el Reino Unido,1,196,11
EE. UU. lanza ensayo clínico de anticuerpos sintéticos contra la covid-19,1,191,11
"La covid-19 no es un enemigo de la economía, sino un acelerador empresarial",1,185,11
¿Cuál es el riesgo de contagio de covid según el medio de transporte?,1,199,11
Google Maps permitirá conocer contagios de covid-19,1,78,0
Segunda ola de covid-19 arruina esperanzas de rápida recuperación en zona euro,1,191,11
Llegan a Bogotá 70 ventiladores UCI comprados por la Alcaldía,1,78,0
"Seis países informaron de casos de covid-19 en visones, según la OMS",1,194,11
Vacunas contra covid-19 de China y Rusia preocupan a Estados Unidos,1,194,11
¿En qué consiste la estrategia japonesa para prevenir el coronavirus?,1,200,11
EE. UU. podría autorizar transfusiones de plasma a enfermos de covid-19,1,193,11
Pagos electrónicos en América Latina aumentaron un 130% por la pandemia,1,184,11
"La covid-19 rebrota en Europa, pero ¿por qué Italia es la excepción?",1,85,0
"Tapabocas quirúrgicos, eficaces para frenar covid-19, según estudio ",1,86,0
"OIT, alarmada por el impacto de la crisis de la covid-19 en los jóvenes",1,90,0
Invima aprobó uso de Interferón Beta para ensayos contra la covid-19,1,78,0
Personas recuperadas de covid-19 podrían presentar déficit cognitivo,1,187,11
OMS: curva de contagios de la covid-19 se está ralentizando,1,198,11
Personal de salud que trata covid-19 se podrá alojar en hoteles de Bogotá,1,86,0
El Reino Unido refuerza sus ayudas al empleo frente al coronavirus,1,193,11
¿Podría presentarse una nueva cuarentena en Colombia por coronavirus?,1,198,12
"Colombia, segundo más afectado por covid-19 en Latinoamérica, sumó 7.494 casos",1,195,12
OMS advierte que dos millones de personas podrían morir por covid-19 en el mundo,1,203,11
"Pandemia eliminaría 2,5 años de emisiones de CO2 ",1,193,12
"Fluimucil, otra posible arma contra la covid-19",1,187,11
Italia comienza experimentación en humanos de su vacuna contra la covid-19,1,195,11
Bloomberg lanzó programa para enfrentar la covid-19 en Latinoamérica,1,196,11
Rusia prevé tener en menos de una semana vacuna contra covid-19,1,197,11
Mantener las medidas de autocuidado evitará rebrotes de coronavirus ,1,189,11
AstraZeneca suspenderá pruebas fase 3 de la vacuna contra el covid-19,1,84,0
Rusia prepara primer envío de su vacuna contra la covid-19 a Bielorrusia,1,188,11
La covid-19 se convirtió en la gran aceleradora del comercio en línea,1,85,0
Novartis cree que las vacunas no serán suficientes para derrotar la covid-19,1,88,0
OMS descarta que vacunación masiva contra covid-19 sea a inicios de 2021 ,1,78,0
Gobierno autoriza el transporte terrestre en municipios con baja afectación por covid-19,1,40,0
"
Los rebrotes de contagios por covid-19 sacudieron a los mercados accionarios del mundo
",1,156,19
"
Canadá es el país que más potenciales vacunas contra el virus del covid-19 ha asegurado
",1,150,16
"
Jalisco tendrá medidas preventivas ante el incremento de contagios por covid-19
",1,152,16
"
La pandemia del covid-19 podría costar más de US$4.700 millones a clubes europeos
",1,151,15
"
Presidente Trump dice que es posible tener una vacuna para covid-19 antes de las elecciones
",1,149,14
"
Inglaterra tendrá su propia aplicación móvil de rastreo de covid-19 a finales de septiembre
",1,150,15
"
Nokia desarrolló nuevo sistema automatizado que detecta la presencia del covid-19
",1,139,11
Madrid acatará confinamiento parcial para disminuir los contagios de covid-19,1,42,0
"
En Uruguay esperan vacunas contra el covid-19 lleguen en primer semestre de 2021
",1,152,16
"
Colombia tiene acuerdos con seis farmacéuticas, cuál de las vacunas de covid-19 llegará primero
",1,152,17
"
La Unión Europea estima que la vacuna contra el covid-19 estaría lista para finales de este año
",1,147,15
"
Banco de Inglaterra eleva estímulo ante los temores de la segunda ola de covid-19
",1,152,15
"
Macron promueve a Francia como destino de inversión luego de la pandemia del covid-19
",1,149,14
"
Fondo Monetario Internacional advierte que la crisis por covid-19 está lejos de terminar
",1,152,16
"
España anunció este jueves que la cifra de contagios por covid-19 superó los 700.000
",1,149,14
"
Las dinámicas del cuidado frente al covid-19  ha traído problemas de salud mental en niños y niñas
",1,152,14
"
La economía europea sufrirá peores daños por nuevas restricciones debido al covid-19
",1,153,16
"
OMS destaca que uno de cada siete contagios de covid-19 se produce entre trabajadores de la salud
",1,149,15
AstraZeneca suspende ensayos de su vacuna para covid-19 por motivos de seguridad,1,40,0
"
Instituto alemán dice que la vacunación contra el covid-19 podría empezar a principios de 2021
",1,148,14
Empresas no están obligadas a pedir pruebas covid-19 para pacientes recuperados,1,40,0
"
Las Vegas no se rinde ante el covid-19
",1,134,14
"
Los afiliados al sistema de régimen subsidiado positivos para covid-19 tendrán subsidio
",1,156,17
"
Barril saltó por la esperanza en vacuna anti covid-19 y señales de nuevas medidas Opep+
",1,149,14
"
OPS espera tener la vacuna contra el covid-19 en Latinoamérica entre marzo y mayo
",1,154,18
"
Rusia empezará a vacunar grupos de riesgo contra el covid-19 hacia fines de año según medios del país
",1,150,14
"
El impacto del covid-19 en la publicidad
",1,134,14
"
El dólar perdió $12,03 por alza de casos de covid-19 y las elecciones de Estados Unidos
",1,153,15
"
“Estamos asistiendo a una revolución de la proximidad por la pandemia del covid-19”
",1,154,16
"
Medicamento de Novartis para la artritis no logra ayudar a pacientes con covid-19
",1,151,15
"Vacfar, la vacuna peruana contra covid-19 que en dos meses entrará a fase tres",1,42,0
"
Los hospitales de Barcelona se preparan para una segunda ola de ingresos por covid-19
",1,152,15
Las cinco cosas que se saben hoy del covid-19 y que al principio de la pandemia no,1,40,0
"
American Airlines prepara uso de desinfectante aprobado contra el covid-19 en sus aviones en Texas
",1,149,14
"
“Hemos hecho unas 102.997 pruebas para detectar el covid-19 y tenemos alianzas con 10 laboratorios”
",1,149,15
"
Dólar cerró en $3.648 tras nuevas noticias sobre el progreso de vacunas contra covid-19
",1,152,14
"
PIB global volverá a niveles previos a la pandemia del covid-19 a mediados de 2021 según Deutsche Bank
",1,152,15
Para viajar será necesario presentar el resultado negativo de la prueba del covid-19,1,41,0
"
EE.UU. teme un aumento de casos de covid-19 a medida que los decesos se acercan a 200.000
",1,149,14
Alianza Gavi reserva 100 millones de dosis de vacunas covid-19 para los países más pobres,1,40,0
Moderna podría tener datos sobre eficacia de la vacuna de COVID-19 en octubre,1,158,27
87% de colombianos se han recuperado del Covid-19,1,158,27
Estados Unidos votó en calma en medio de pandemia e incertidumbre,1,178,34
Biden anuncia su Junta Asesora sobre la Covid-19,1,168,32
Mintrabajo anuncia que está contagiado con Covid-19,1,158,27
Rusia quiere vacunar contra la COVID-19 a toda América Latina,1,158,27
¿Por qué se están haciendo menos pruebas de Covid-19 en el país? ,1,158,27
Desinfectan Mercado de Valledupar para evitar contagios de COVID-19,1,158,27
"“Salir a pedir dulces, es salir a pedir la Covid-19”",1,173,31
"Santos Borré, aislado por haber estado en contacto con contagiado de Covid-19",1,159,27
Medidas en la cárcel de Riohacha por once positivos para Covid-19,1,158,27
HUN se suma a ensayo clínico para vacuna contra Covid-19,1,167,30
Cuba inicia ensayos clínicos de su candidato de vacuna contra la Covid-19,1,158,27
Casos de Covid-19 aumentaron por partidos de la selección Colombia ,1,167,28
Así está Colombia tras seis meses de Covid-19,1,177,30
Bogotá levanta casi todas las medidas contra Covid-19 sin descartar rebrote,1,158,27
"Miss Universe Colombia, a ‘blindarse’ contra el Covid-19",1,159,27
Duque destaca avance de Barranquilla frente a contención del Covid-19,1,169,30
Luz verde en Portugal a la app para rastrear contagios de Covid-19 ,1,158,27
“No debemos jugar con candela”: Minsalud sobre avance de Covid-19,1,160,27
OPS ve repunte de Covid-19 en América y una mayor incidencia en jóvenes,1,167,30
Que tan educados estamos sobre la Covid-19,1,159,24
¿Por qué la COVID-19 daña unos órganos y otros no?,1,158,27
Votar desde el automóvil o cómo protegerse de la Covid-19 en las elecciones,1,159,27
Anticoagulantes redujeron un 50 % mortalidad en hospitalizados por COVID-19,1,158,27
Es peligroso usar ‘cócteles’ de medicamentos para ‘tratar’ el Covid-19,1,160,27
"







",0,96,9
China fabricará mil millones de dosis de vacunas contra el Covid-19 en 2021,1,158,27
Aumentan los casos positivos de Covid-19 en Independiente del Valle,1,163,28
El inexorable avance del covid-19 vuelve a poner al mundo de rodillas,1,91,14
"
            Vacuna contra covid-19 muestra buenos resultados en adultos mayores
        ",1,35,0
"
            Identifican influencia genética e inmunológica en gravedad de covid-19
        ",1,35,0
"
            Así se ha afectado Transmilenio por la pandemia del Covid-19
        ",1,35,0
Antiparasitario demuestra efectividad contra covid-19,1,91,14
"
            Pagos sin contacto en tiempos de Covid-19
        ",1,33,0
Estos son los países que acaparan futuro suministro de vacuna covid-19,1,82,12
Europa llegó este miércoles a cinco millones de contagios de covid-19,1,87,14
"
            Por causa del covid-19, ¿está su estilo de liderazgo en una UCI?
        ",1,33,0
Impacto del coronavirus en los precios de las materias primas,1,85,12
La vitamina que les hace falta a pacientes con coronavirus,1,93,14
¿Qué le espera a la educación después de la pandemia?,1,113,10
"Coronavirus: un nuevo muy conocido, pero con muchos misterios todavía",1,90,14
En marzo estaría la vacuna de AstraZeneca contra la covid-19,1,78,10
"
            Mayores bolsas del mundo suben por esperanza en lucha contra covid-19
        ",1,36,0
Vacuna que se suministra a niños podría proteger ante la covid- 19,1,83,12
"
            'Con vacuna, el control del covid-19 nos podría tomar 10 años'
        ",1,36,0
Cinco medicamentos tienen poco efecto contra covid-19,1,89,12
"
            Autorizan pruebas de primera vacuna contra covid-19 por espray nasal
        ",1,35,0
La segunda ola del covid-19 en Europa no sería la última,1,87,14
Reinfecciones por coronavirus: ¿Habrá necesidad de revacunarse?,1,93,14
"
            Trump mintió sobre covid-19 y ha costado muchas vidas: revista Science
        ",1,36,0
"
            El nuevo entorno laboral tras el covid-19
        ",1,36,0
La FDA de EE. UU. aprobó el remdesivir para tratar la covid-19,1,199,11
Emisor ve mayor incertidumbre por la pandemia,1,92,14
La vacuna contra coronavirus que genera inmunidad en adultos mayores,1,91,14
